"season","game_type","winner","loser","winner_offensive_epa","winner_defensive_epa","loser_offensive_epa","loser_defensive_epa"
2024,"WC","BUF","DEN",0.135750469543813,-0.0036071590777202,0.0257996332282534,-0.072451494249611
2024,"WC","PHI","GB",0.0800782098580642,-0.0578791249664364,0.0722471578838627,-0.0394778117020291
2024,"WC","WAS","TB",0.116522873329936,0.0408797143055311,0.102018381836051,0.00430568390282556
2024,"WC","LA","MIN",0.0174803942145199,0.0357053169262506,0.0228862533226481,-0.0727075480810919
2024,"DIV","KC","HOU",0.0530531955257462,-0.000412701183163247,-0.0122920445336459,-0.0165096264181322
2024,"DIV","WAS","DET",0.116522873329936,0.0408797143055311,0.139564229065492,-0.0383466936620825
2024,"DIV","PHI","LA",0.0800782098580642,-0.0578791249664364,0.0174803942145199,0.0357053169262506
2024,"DIV","BUF","BAL",0.135750469543813,-0.0036071590777202,0.140056262089534,0.00849365672380246
2024,"CON","PHI","WAS",0.0800782098580642,-0.0578791249664364,0.116522873329936,0.0408797143055311
2024,"CON","KC","BUF",0.0530531955257462,-0.000412701183163247,0.135750469543813,-0.0036071590777202
2024,"SB","PHI","KC",0.0800782098580642,-0.0578791249664364,0.0530531955257462,-0.000412701183163247
